 ,phylum,class,order,family,genus,specificEpithet,sex,measurementType,measurementValue,measurementUnit,temperature,respiratoryQuotient,sampleSizeValue,comments,reference,inTextReference,publicationYear,fullReference,measurementMethod,metadataComment
503,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,minutus,,brain size,0.1,g,,,,,,,,,,
504,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,araneus,,body mass,10.3,g,,,,,,,,,,
504,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,araneus,,brain size,0.2,g,,,,,,,,,,
505,Chordata,Mammalia,Eulipotyphla,Soricidae,Blarina,brevicauda,,body mass,18.5,g,,,,,,,,,,
505,Chordata,Mammalia,Eulipotyphla,Soricidae,Blarina,brevicauda,,brain size,0.37,g,,,,,,,,,,
506,Chordata,Mammalia,Eulipotyphla,Soricidae,Neomys,fodiens,,body mass,15.2,g,,,,,,,,,,
506,Chordata,Mammalia,Eulipotyphla,Soricidae,Neomys,fodiens,,brain size,0.32,g,,,,,,,,,,
507,Chordata,Mammalia,Eulipotyphla,Soricidae,Sylvisorex,megalura,,body mass,5.3,g,,,,,,,,,,
507,Chordata,Mammalia,Eulipotyphla,Soricidae,Sylvisorex,megalura,,brain size,0.15,g,,,,,,,,,,
508,Chordata,Mammalia,Eulipotyphla,Soricidae,Sylvisorex,lunaris,,body mass,18.5,g,,,,,,,,,,
508,Chordata,Mammalia,Eulipotyphla,Soricidae,Sylvisorex,lunaris,,brain size,0.34,g,,,,,,,,,,
509,Chordata,Mammalia,Eulipotyphla,Soricidae,Suncus,murinus,,body mass,35.5,g,,,,,,,,,,
509,Chordata,Mammalia,Eulipotyphla,Soricidae,Suncus,murinus,,brain size,0.38,g,,,,,,,,,,
510,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,hildegardeae,,body mass,10.6,g,,,,,,,,,,
510,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,hildegardeae,,brain size,0.22,g,,,,,,,,,,
511,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,russula,,body mass,11,g,,,,,,,,,,
511,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,russula,,brain size,0.19,g,,,,,,,,,,
512,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,niobe,,body mass,11.5,g,,,,,,,,,,
512,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,niobe,,brain size,0.28,g,,,,,,,,,,
513,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,jacksoni,,body mass,12.6,g,,,,,,,,,,
513,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,jacksoni,,brain size,0.25,g,,,,,,,,,,
514,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,occidenlalis,,body mass,28,g,,,,,,,,,,
514,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,occidenlalis,,brain size,0.44,g,,,,,,,,,,
515,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,giffardi,,body mass,82,g,,,,,,,,,,
515,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,giffardi,,brain size,0.55,g,,,,,,,,,,
516,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,pyrenaicus,,body mass,57.5,g,,,,,,,,,,
516,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,pyrenaicus,,brain size,1.33,g,,,,,,,,,,
517,Chordata,Mammalia,Soricomorpha,Talpidae,Desmana,moschata,,body mass,440,g,,,,,,,,,,
517,Chordata,Mammalia,Soricomorpha,Talpidae,Desmana,moschata,,brain size,4,g,,,,,,,,,,
518,Chordata,Mammalia,Eulipotyphla,Talpidae,Talpa,europaea,,body mass,76,g,,,,,,,,,,
518,Chordata,Mammalia,Eulipotyphla,Talpidae,Talpa,europaea,,brain size,1.02,g,,,,,,,,,,
519,Chordata,Mammalia,Eulipotyphla,Talpidae,Scalopus,aquaticus,,body mass,39.6,g,,,,,,,,,,
519,Chordata,Mammalia,Eulipotyphla,Talpidae,Scalopus,aquaticus,,brain size,1.16,g,,,,,,,,,,
520,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,,body mass,49,g,,,,,,,,,,
520,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,,brain size,0.7,g,,,,,,,,,,
521,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,stuhlmanni,,body mass,39.8,g,,,,,,,,,,
521,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,stuhlmanni,,brain size,0.74,g,,,,,,,,,,
522,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,fuscipes,,body mass,57,g,,,,,,,,,,
522,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,fuscipes,,brain size,1.33,g,,,,,,,,,,
523,Chordata,Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,stuhlmanni,,body mass,490,g,,,,,,,,,,
523,Chordata,Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,stuhlmanni,,brain size,6.1,g,,,,,,,,,,
524,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,javanica,,body mass,105,g,,,,,,,,,,
524,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,javanica,,brain size,2.55,g,,,,,,,,,,
525,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,glis,,body mass,150,g,,,,,,,,,,
525,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,glis,,brain size,3.15,g,,,,,,,,,,
526,Chordata,Mammalia,Scandentia,Tupaiidae,Urogale,everetti,,body mass,275,g,,,,,,,,,,
526,Chordata,Mammalia,Scandentia,Tupaiidae,Urogale,everetti,,brain size,4.28,g,,,,,,,,,,
527,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,medius,,body mass,177,g,,,,,,,,,,
527,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,medius,,brain size,3.14,g,,,,,,,,,,
528,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,major,,body mass,450,g,,,,,,,,,,
528,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,major,,brain size,6.8,g,,,,,,,,,,
529,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,murinus,,body mass,54,g,,,,,,,,,,
529,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,murinus,,brain size,1.78,g,,,,,,,,,,
530,Chordata,Mammalia,Primates,Lemuridae,Prolemur,simus,,body mass,1300,g,,,,,,,,,,
530,Chordata,Mammalia,Primates,Lemuridae,Prolemur,simus,,brain size,9.53,g,,,,,,,,,,
531,Chordata,Mammalia,Primates,Lepilemuridae,Lepilemur,ruficaudatus,,body mass,915,g,,,,,,,,,,
531,Chordata,Mammalia,Primates,Lepilemuridae,Lepilemur,ruficaudatus,,brain size,7.6,g,,,,,,,,,,
532,Chordata,Mammalia,Primates,Lemuridae,Eulemur,fulvus,,body mass,1400,g,,,,,,,,,,
532,Chordata,Mammalia,Primates,Lemuridae,Eulemur,fulvus,,brain size,23.3,g,,,,,,,,,,
533,Chordata,Mammalia,Primates,Lemuridae,Eulemur,albifrons,,body mass,1540,g,,,,,,,,,,
533,Chordata,Mammalia,Primates,Lemuridae,Eulemur,albifrons,,brain size,22.3,g,,,,,,,,,,
534,Chordata,Mammalia,Primates,Lemuridae,Eulemur,rufiventer,,body mass,1400,g,,,,,,,,,,
534,Chordata,Mammalia,Primates,Lemuridae,Eulemur,rufiventer,,brain size,26.6,g,,,,,,,,,,
535,Chordata,Mammalia,Primates,Lemuridae,Eulemur,mongoz,,body mass,1600,g,,,,,,,,,,
535,Chordata,Mammalia,Primates,Lemuridae,Eulemur,mongoz,,brain size,24.1,g,,,,,,,,,,
536,Chordata,Mammalia,Primates,Lemuridae,Eulemur,catta,,body mass,1960,g,,,,,,,,,,
536,Chordata,Mammalia,Primates,Lemuridae,Eulemur,catta,,brain size,22,g,,,,,,,,,,
537,Chordata,Mammalia,Primates,Lemuridae,Eulemur,macaco,,body mass,2040,g,,,,,,,,,,
537,Chordata,Mammalia,Primates,Lemuridae,Eulemur,macaco,,brain size,23.5,g,,,,,,,,,,
538,Chordata,Mammalia,Primates,Lemuridae,Eulemur,variegatus,,body mass,3000,g,,,,,,,,,,
538,Chordata,Mammalia,Primates,Lemuridae,Eulemur,variegatus,,brain size,31.5,g,,,,,,,,,,
539,Chordata,Mammalia,Primates,Indriidae,Avahi,occidentalis,,body mass,860,g,,,,,,,,,,
539,Chordata,Mammalia,Primates,Indriidae,Avahi,occidentalis,,brain size,9.67,g,,,,,,,,,,
540,Chordata,Mammalia,Primates,Indriidae,Avahi,laniger,,body mass,1270,g,,,,,,,,,,
540,Chordata,Mammalia,Primates,Indriidae,Avahi,laniger,,brain size,11.45,g,,,,,,,,,,
541,Chordata,Mammalia,Primates,Indriidae,Propithecus,coquereli,,body mass,3480,g,,,,,,,,,,
541,Chordata,Mammalia,Primates,Indriidae,Propithecus,coquereli,,brain size,26.7,g,,,,,,,,,,
542,Chordata,Mammalia,Primates,Indriidae,Indri,indri,,body mass,6250,g,,,,,,,,,,
542,Chordata,Mammalia,Primates,Indriidae,Indri,indri,,brain size,38.3,g,,,,,,,,,,
543,Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia,madagascariensis,,body mass,2800,g,,,,,,,,,,
543,Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia,madagascariensis,,brain size,45.15,g,,,,,,,,,,
544,Chordata,Mammalia,Primates,Lorisidae,Loris,tardigradus,,body mass,322,g,,,,,,,,,,
544,Chordata,Mammalia,Primates,Lorisidae,Loris,tardigradus,,brain size,6.6,g,,,,,,,,,,
545,Chordata,Mammalia,Primates,Lorisidae,Nycticebus,coucang,,body mass,600,g,,,,,,,,,,
545,Chordata,Mammalia,Primates,Lorisidae,Nycticebus,coucang,,brain size,12.5,g,,,,,,,,,,
546,Chordata,Mammalia,Primates,Lorisidae,Perodicticus,potto,,body mass,1150,g,,,,,,,,,,
546,Chordata,Mammalia,Primates,Lorisidae,Perodicticus,potto,,brain size,14,g,,,,,,,,,,
547,Chordata,Mammalia,Primates,Galagidae,Galagoides,demidovii,,body mass,81,g,,,,,,,,,,
547,Chordata,Mammalia,Primates,Galagidae,Galagoides,demidovii,,brain size,3.38,g,,,,,,,,,,
548,Chordata,Mammalia,Primates,Galagidae,Galagoides,senegalensis,,body mass,186,g,,,,,,,,,,
548,Chordata,Mammalia,Primates,Galagidae,Galagoides,senegalensis,,brain size,4.8,g,,,,,,,,,,
549,Chordata,Mammalia,Primates,Galagidae,Galagoides,crassicaudatus,,body mass,850,g,,,,,,,,,,
549,Chordata,Mammalia,Primates,Galagidae,Galagoides,crassicaudatus,,brain size,10.3,g,,,,,,,,,,
550,Chordata,Mammalia,Primates,Tarsiidae,Carlito,syrichta,,body mass,87.5,g,,,,,,,,,,
550,Chordata,Mammalia,Primates,Tarsiidae,Carlito,syrichta,,brain size,3.63,g,,,,,,,,,,
551,Chordata,Mammalia,Primates,Tarsiidae,Tarsius,spectrum,,body mass,170,g,,,,,,,,,,
551,Chordata,Mammalia,Primates,Tarsiidae,Tarsius,spectrum,,brain size,4.65,g,,,,,,,,,,
552,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,echinatior,,body mass,0.000658,g,,,,,,,,,,
552,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex,echinatior,,brain size,0.000127,g,,,,,,,,,,
553,Arthropoda,Insecta,Hymenoptera,Formicidae,Apterostigma,sp.1,,body mass,0.00051,g,,,,,,,,,,
553,Arthropoda,Insecta,Hymenoptera,Formicidae,Apterostigma,sp.1,,brain size,0.000042,g,,,,,,,,,,
554,Arthropoda,Insecta,Hymenoptera,Formicidae,Apterostigma,sp.2,,body mass,0.000724,g,,,,,,,,,,
554,Arthropoda,Insecta,Hymenoptera,Formicidae,Apterostigma,sp.2,,brain size,0.000051,g,,,,,,,,,,
555,Arthropoda,Insecta,Hymenoptera,Formicidae,Apterostigma,sp.3,,body mass,0.00228,g,,,,,,,,,,
555,Arthropoda,Insecta,Hymenoptera,Formicidae,Apterostigma,sp.3,,brain size,0.000082,g,,,,,,,,,,
556,Arthropoda,Insecta,Hymenoptera,Formicidae,Atta ,colombica,,body mass,0.00041,g,,,,,,,,,,
556,Arthropoda,Insecta,Hymenoptera,Formicidae,Atta ,colombica,,brain size,0.000115,g,,,,,,,,,,
557,Arthropoda,Insecta,Hymenoptera,Formicidae,Cyphomyrmex,cornutus,,body mass,0.000347,g,,,,,,,,,,
557,Arthropoda,Insecta,Hymenoptera,Formicidae,Cyphomyrmex,cornutus,,brain size,0.000029,g,,,,,,,,,,
558,Arthropoda,Insecta,Hymenoptera,Formicidae,Cyphomyrmex,longiscapus,,body mass,0.000347,g,,,,,,,,,,
558,Arthropoda,Insecta,Hymenoptera,Formicidae,Cyphomyrmex,longiscapus,,brain size,0.000028,g,,,,,,,,,,
559,Arthropoda,Insecta,Hymenoptera,Formicidae,Cyphomyrmex,muelleri,,body mass,0.000457,g,,,,,,,,,,
559,Arthropoda,Insecta,Hymenoptera,Formicidae,Cyphomyrmex,muelleri,,brain size,0.000033,g,,,,,,,,,,
560,Arthropoda,Insecta,Hymenoptera,Formicidae,Cyphomyrmex,sp.,,body mass,0.000385,g,,,,,,,,,,
560,Arthropoda,Insecta,Hymenoptera,Formicidae,Cyphomyrmex,sp.,,brain size,0.00003,g,,,,,,,,,,
561,Arthropoda,Insecta,Hymenoptera,Formicidae,Mycetophylax,sp.,,body mass,0.001399,g,,,,,,,,,,
561,Arthropoda,Insecta,Hymenoptera,Formicidae,Mycetophylax,sp.,,brain size,0.000047,g,,,,,,,,,,
562,Arthropoda,Insecta,Hymenoptera,Formicidae,Mycocepurus,smithii,,body mass,0.000302,g,,,,,,,,,,
562,Arthropoda,Insecta,Hymenoptera,Formicidae,Mycocepurus,smithii,,brain size,0.000022,g,,,,,,,,,,
563,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmicocrypta,ednaella,,body mass,0.00031,g,,,,,,,,,,
563,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmicocrypta,ednaella,,brain size,0.000023,g,,,,,,,,,,
564,Arthropoda,Insecta,Hymenoptera,Formicidae,Sericomyrmex,sp.,,body mass,0.001127,g,,,,,,,,,,
564,Arthropoda,Insecta,Hymenoptera,Formicidae,Sericomyrmex,sp.,,brain size,0.000053,g,,,,,,,,,,
565,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,coniktzi,,body mass,0.000863,g,,,,,,,,,,
565,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,coniktzi,,brain size,0.000047,g,,,,,,,,,,
566,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,coniktzi,,body mass,0.001115,g,,,,,,,,,,
566,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,coniktzi,,brain size,0.00006,g,,,,,,,,,,
567,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,sp.1,,body mass,0.001117,g,,,,,,,,,,
567,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,sp.1,,brain size,0.00005,g,,,,,,,,,,
568,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,sp.2,,body mass,0.002149,g,,,,,,,,,,
568,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,sp.2,,brain size,0.00007,g,,,,,,,,,,
569,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,zeteki,,body mass,0.001971,g,,,,,,,,,,
569,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,zeteki,,brain size,0.000064,g,,,,,,,,,,
570,Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,atratus,,body mass,0.021025,g,,,,,,,,,,
570,Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,atratus,,brain size,0.000417,g,,,,,,,,,,
571,Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,sp.,,body mass,0.00316,g,,,,,,,,,,
571,Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,sp.,,brain size,0.00014,g,,,,,,,,,,
572,Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,umbraculatus,,body mass,0.00798,g,,,,,,,,,,
572,Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,umbraculatus,,brain size,0.00016,g,,,,,,,,,,
573,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,sp.,,body mass,0.000795,g,,,,,,,,,,
573,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,sp.,,brain size,0.000044,g,,,,,,,,,,
574,Arthropoda,Insecta,Hymenoptera,Formicidae,Megalomyrmex,sp.1,,body mass,0.000137,g,,,,,,,,,,
574,Arthropoda,Insecta,Hymenoptera,Formicidae,Megalomyrmex,sp.1,,brain size,0.00001,g,,,,,,,,,,
575,Arthropoda,Insecta,Hymenoptera,Formicidae,Megalomyrmex,sp.2,,body mass,0.001147,g,,,,,,,,,,
575,Arthropoda,Insecta,Hymenoptera,Formicidae,Megalomyrmex,sp.2,,brain size,0.000047,g,,,,,,,,,,
576,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,floricola,,body mass,0.000065,g,,,,,,,,,,
576,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,floricola,,brain size,0.000006,g,,,,,,,,,,
577,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,trageri,,body mass,0.000098,g,,,,,,,,,,
577,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,trageri,,brain size,0.00001,g,,,,,,,,,,
578,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,obscurithorax,,body mass,0.000539,g,,,,,,,,,,
578,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,obscurithorax,,brain size,0.00003,g,,,,,,,,,,
579,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,sp.1,,body mass,0.000093,g,,,,,,,,,,
579,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,sp.1,,brain size,0.000008,g,,,,,,,,,,
580,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,sp.2,,body mass,0.000234,g,,,,,,,,,,
580,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,sp.2,,brain size,0.000016,g,,,,,,,,,,
581,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,sp.3,,body mass,0.000069,g,,,,,,,,,,
581,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,sp.3,,brain size,0.000008,g,,,,,,,,,,
582,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,sp.4,,body mass,0.000102,g,,,,,,,,,,
582,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,sp.4,,brain size,0.000011,g,,,,,,,,,,
583,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,sp.5,,body mass,0.000254,g,,,,,,,,,,
583,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,sp.5,,brain size,0.00002,g,,,,,,,,,,
584,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,sp.6,,body mass,0.000122,g,,,,,,,,,,
584,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,sp.6,,brain size,0.000013,g,,,,,,,,,,
585,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,sp.7,,body mass,0.000873,g,,,,,,,,,,
585,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,sp.7,,brain size,0.000049,g,,,,,,,,,,
586,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,sp.8,,body mass,0.000964,g,,,,,,,,,,
586,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,sp.8,,brain size,0.000047,g,,,,,,,,,,
587,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,sp.9,,body mass,0.000471,g,,,,,,,,,,
587,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,sp.9,,brain size,0.000028,g,,,,,,,,,,
588,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,badius,,body mass,0.003503,g,,,,,,,,,,
588,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,badius,,brain size,0.000139,g,,,,,,,,,,
589,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,sp.1,,body mass,0.000086,g,,,,,,,,,,
589,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,sp.1,,brain size,0.00001,g,,,,,,,,,,
590,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,sp.2,,body mass,0.000473,g,,,,,,,,,,
590,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,sp.2,,brain size,0.000031,g,,,,,,,,,,
591,Arthropoda,Insecta,Hymenoptera,Formicidae,Wasmannia,aurpunctata,,body mass,0.000109,g,,,,,,,,,,
591,Arthropoda,Insecta,Hymenoptera,Formicidae,Wasmannia,aurpunctata,,brain size,0.000007,g,,,,,,,,,,
592,Arthropoda,Insecta,Hymenoptera,Formicidae,Ectatomma,ruidum,,body mass,0.008184,g,,,,,,,,,,
592,Arthropoda,Insecta,Hymenoptera,Formicidae,Ectatomma,ruidum,,brain size,0.00022,g,,,,,,,,,,
593,Arthropoda,Insecta,Hymenoptera,Formicidae,Ectatomma,tuberculatum,,body mass,0.01595,g,,,,,,,,,,
593,Arthropoda,Insecta,Hymenoptera,Formicidae,Ectatomma,tuberculatum,,brain size,0.000387,g,,,,,,,,,,
594,Arthropoda,Insecta,Hymenoptera,Formicidae,Gnamptogenys,sp.1,,body mass,0.000576,g,,,,,,,,,,
594,Arthropoda,Insecta,Hymenoptera,Formicidae,Gnamptogenys,sp.1,,brain size,0.000028,g,,,,,,,,,,
595,Arthropoda,Insecta,Hymenoptera,Formicidae,Gnamptogenys,sp.2,,body mass,0.009873,g,,,,,,,,,,
595,Arthropoda,Insecta,Hymenoptera,Formicidae,Gnamptogenys,sp.2,,brain size,0.000244,g,,,,,,,,,,
596,Arthropoda,Insecta,Hymenoptera,Formicidae,Azteca,sp.1,,body mass,0.000717,g,,,,,,,,,,
596,Arthropoda,Insecta,Hymenoptera,Formicidae,Azteca,sp.1,,brain size,0.000051,g,,,,,,,,,,
597,Arthropoda,Insecta,Hymenoptera,Formicidae,Azteca,sp.2,,body mass,0.001743,g,,,,,,,,,,
597,Arthropoda,Insecta,Hymenoptera,Formicidae,Azteca,sp.2,,brain size,0.000072,g,,,,,,,,,,
598,Arthropoda,Insecta,Hymenoptera,Formicidae,Dolichoderus,sp.,,body mass,0.003963,g,,,,,,,,,,
598,Arthropoda,Insecta,Hymenoptera,Formicidae,Dolichoderus,sp.,,brain size,0.000138,g,,,,,,,,,,
599,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,melanocephalum,,body mass,0.000132,g,,,,,,,,,,
599,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,melanocephalum,,brain size,0.000011,g,,,,,,,,,,
600,Arthropoda,Insecta,Hymenoptera,Formicidae,Brachymyrmex,sp.1,,body mass,0.000039,g,,,,,,,,,,
600,Arthropoda,Insecta,Hymenoptera,Formicidae,Brachymyrmex,sp.1,,brain size,0.000006,g,,,,,,,,,,
601,Arthropoda,Insecta,Hymenoptera,Formicidae,Brachymyrmex,sp.2,,body mass,0.000064,g,,,,,,,,,,
601,Arthropoda,Insecta,Hymenoptera,Formicidae,Brachymyrmex,sp.2,,brain size,0.000006,g,,,,,,,,,,
602,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,sericeiventris,,body mass,0.03739,g,,,,,,,,,,
602,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,sericeiventris,,brain size,0.00044,g,,,,,,,,,,
603,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,sp.1,,body mass,0.0050525,g,,,,,,,,,,
603,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,sp.1,,brain size,0.000184,g,,,,,,,,,,
604,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,sp.2,,body mass,0.00772,g,,,,,,,,,,
604,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,sp.2,,brain size,0.000295,g,,,,,,,,,,
605,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,sp.3,,body mass,0.01394,g,,,,,,,,,,
605,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,sp.3,,brain size,0.000304,g,,,,,,,,,,
606,Arthropoda,Insecta,Hymenoptera,Formicidae,Paratrechina,longicornis,,body mass,0.000342,g,,,,,,,,,,
606,Arthropoda,Insecta,Hymenoptera,Formicidae,Paratrechina,longicornis,,brain size,0.000028,g,,,,,,,,,,
607,Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,burchellii,,body mass,0.001503,g,,,,,,,,,,
607,Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,burchellii,,brain size,0.000202,g,,,,,,,,,,
608,Arthropoda,Insecta,Hymenoptera,Formicidae,Nomamyrmex,sp.,,body mass,0.006555,g,,,,,,,,,,
608,Arthropoda,Insecta,Hymenoptera,Formicidae,Nomamyrmex,sp.,,brain size,0.000204,g,,,,,,,,,,
609,Arthropoda,Insecta,Hymenoptera,Formicidae,Odontomachus,bauri,,body mass,0.015626,g,,,,,,,,,,
609,Arthropoda,Insecta,Hymenoptera,Formicidae,Odontomachus,bauri,,brain size,0.000212,g,,,,,,,,,,
610,Arthropoda,Insecta,Hymenoptera,Formicidae,Odontomachus,brunneus,,body mass,0.005828,g,,,,,,,,,,
610,Arthropoda,Insecta,Hymenoptera,Formicidae,Odontomachus,brunneus,,brain size,0.000192,g,,,,,,,,,,
611,Arthropoda,Insecta,Hymenoptera,Formicidae,Odontomachus,hastatus,,body mass,0.02297,g,,,,,,,,,,
611,Arthropoda,Insecta,Hymenoptera,Formicidae,Odontomachus,hastatus,,brain size,0.00043,g,,,,,,,,,,
612,Arthropoda,Insecta,Hymenoptera,Formicidae,Pachycondyla,apicalis,,body mass,0.039685,g,,,,,,,,,,
612,Arthropoda,Insecta,Hymenoptera,Formicidae,Pachycondyla,apicalis,,brain size,0.000659,g,,,,,,,,,,
613,Arthropoda,Insecta,Hymenoptera,Formicidae,Pachycondyla,obscuricornis,,body mass,0.015129,g,,,,,,,,,,
613,Arthropoda,Insecta,Hymenoptera,Formicidae,Pachycondyla,obscuricornis,,brain size,0.000397,g,,,,,,,,,,
614,Arthropoda,Insecta,Hymenoptera,Formicidae,Pachycondyla,sp.1,,body mass,0.0097,g,,,,,,,,,,
614,Arthropoda,Insecta,Hymenoptera,Formicidae,Pachycondyla,sp.1,,brain size,0.00019,g,,,,,,,,,,
615,Arthropoda,Insecta,Hymenoptera,Formicidae,Pachycondyla,sp.2,,body mass,0.004358,g,,,,,,,,,,
615,Arthropoda,Insecta,Hymenoptera,Formicidae,Pachycondyla,sp.2,,brain size,0.000155,g,,,,,,,,,,
616,Arthropoda,Insecta,Hymenoptera,Formicidae,Pachycondyla,sp.3,,body mass,0.002723,g,,,,,,,,,,
616,Arthropoda,Insecta,Hymenoptera,Formicidae,Pachycondyla,sp.3,,brain size,0.000075,g,,,,,,,,,,
617,Arthropoda,Insecta,Hymenoptera,Formicidae,Pachycondyla,villosa,,body mass,0.04148,g,,,,,,,,,,
617,Arthropoda,Insecta,Hymenoptera,Formicidae,Pachycondyla,villosa,,brain size,0.000503,g,,,,,,,,,,
